word,pronunciation,part_of_speech,meaning_vi,example_en,example_vi,topic,level,image_url,collocations,synonyms,antonyms
daringly,/ˈdeərɪŋli/,adv.,"Táo bạo, cả gan, phiêu lưu, dũng cảm (bravely)",We daringly ordered the raw squid.,Chúng tôi cả gan gọi món mực sống.,Selecting A Restaurant,B1,https://audio.tflat.vn/data/images_example/300x225/w/e/we_daringl_ex1_580ec4a47f8b9a0e898b4567.jpg,,,
familiar,/fə'miljə/,adj.,"Quen thuộc, thông thường",It's nice to see some familiar items on the menu.,Thật là hay khi thấy vài món ăn quen thuộc trong thực đơn.,Selecting A Restaurant,B1,https://audio.tflat.vn/data/cache/images/300x225/f/a/familiar2.jpg,,,
guide,/gaɪd/,n.,"Hướng dẫn viên, sách hướng dẫn","I don't know where to go, so why don't we consult the guide.","Tôi không biết đi đâu, vậy thì sao chúng ta không hỏi ý kiến hướng dẫn viên.",Selecting A Restaurant,B1,https://audio.tflat.vn/data/cache/images/300x225/g/u/guide1.png,,,
majority,/mə'dʤɔriti/,n.,"Phần lớn, đa số",The majority of the group wanted to try the new Chinese restaurant.,Phần lớn nhóm muốn đi ăn thử ở nhà hàng Trung Quốc mới.,Selecting A Restaurant,B1,https://audio.tflat.vn/data/cache/images/300x225/m/a/majority1.png,,,
mix,/miks/,"n,v.","(n.) hỗn hợp; (v.) hợp vào, trộn lẫn",The mix of bright colors on the plate was very pleasing.,Sự pha trộn các màu sáng ở trên đĩa thì rất thú vị.,Selecting A Restaurant,B1,https://audio.tflat.vn/data/images_example/300x225/t/h/the_mix_of_ex1_56248d167f8b9a040dc660ec.jpg,,,
rely,/ri'lai/,v.,"Dựa vào, tin cậy",I seldom rely on the restaurant reviews in the paper when choosing a restaurant.,Tôi hiếm khi tin vào bài đánh giá nhà hàng ở trên báo mỗi khi chọn lựa một nhà hàng.,Selecting A Restaurant,B1,https://audio.tflat.vn/data/cache/images/300x225/r/e/rely1.png,,,
secure,/sɪˈkjʊər/,adj.,"Chắc chắn, an toàn",At last they were able to feel secure about the future.,"Cuối cùng, họ đã có thể cảm thấy chắc chắn về tương lai.",Selecting A Restaurant,B1,https://audio.tflat.vn/data/images_example/300x225/a/t/at_last_th_ex2_587727aa7f8b9a01308b4617.jpg,,,
subjective,/səb'dʤektiv/,adj.,Chủ quan,"The reviews in this guidebook are highly subjective, but fun to read.","Những bài đánh giá trong sách hướng dẫn này rất là chủ quan, nhưng đọc cũng vui.",Selecting A Restaurant,B1,https://audio.tflat.vn/data/cache/images/300x225/s/u/subjective1.jpg,,,
suggestion,/səˈdʒestʃən/,n.,"Lời đề nghị, sự gợi ý",Thank you so much for your suggestion.,Cảm ơn bạn rất nhiều về đề nghị của bạn.,Selecting A Restaurant,B1,https://audio.tflat.vn/data/cache/images/300x225/s/u/suggestion1.jpg,,,
adjustment,/ə'dʤʌstmənt/,n.,"Điều chỉnh, chỉnh lý",I've made a few adjustments to the design.,Tôi đã thực hiện một vài điều chỉnh để thiết kế.,Inventory,B1,https://audio.tflat.vn/data/cache/images/300x225/a/d/adjustment1.png,,,
automatically,/ˌɔːtəˈmætɪkli/,adv.,‹một cách› tự động,The door opens automatically.,Cửa mở một cách tự động.,Inventory,B1,https://audio.tflat.vn/data/cache/images/300x225/a/u/automatically1.jpg,,,
crucial,/'kru:ʃjəl/,adj.,"Cốt yếu, chủ yếu, có tính quyết định",Inventory is a crucial process and must be taken seriously by all staff.,Kiểm kê là một quá trình cốt yếu và phải được thực hiện nghiêm túc bởi mọi nhân viên.,Inventory,B1,https://audio.tflat.vn/data/cache/images/300x225/c/r/crucial1.png,,,
discrepancy,/dis'krepənsi/,n.,"‹sự› khác nhau, trái ngược nhau",We easily explained the discrepancy between the two destiny.,Chúng tôi dễ dàng giải thích sự khác nhau giữa 2 số phận. ,Inventory,B1,https://audio.tflat.vn/data/cache/images/300x225/d/i/discrepancy1.jpg,,,
disturb,/dis'tə:b/,v.,"Quấy rầy, làm phiền",Let's see how many products we can count in advance of inventory so we disturb fewer customers.,Hãy xem có bao nhiêu sản phẩm chúng ta có thể đếm trước khi kiểm kê để cho chúng ta làm phiền khách hàng ít hơn.,Inventory,B1,https://audio.tflat.vn/data/cache/images/300x225/d/i/disturb1.png,,,
liability,"/,laiə'biliti/",n.,"Nguy cơ, điều gây khó khăn trở ngại",The slippery steps were a terrible liability for the store.,Những bậc thềm trơn trượt là một nguy cơ tệ hại cho cửa hàng.,Inventory,B1,https://audio.tflat.vn/data/cache/images/300x225/l/i/liability1.png,,,
reflection,/rɪˈflekʃn/,n.,"‹sự› phản chiếu, phản xạ, hình ảnh",She saw her reflection in the mirror.,Cô ấy nhìn ảnh của mình ở trong gương.,Inventory,B1,https://audio.tflat.vn/data/cache/images/300x225/r/e/reflection2.jpg,,,
run,/rʌn/,v.,"Chạy, vận hành","As long as the computer is running, you can keep adding new data.","Trong khi máy tính đang chạy, bạn có thể thực hiện việc bổ sung thêm dữ liệu mới.",Inventory,B1,https://audio.tflat.vn/data/cache/images/300x225/r/u/run1.png,,,
scan,/skæn/,v.,"Xem lướt, xem qua",He scanned through the newspaper over breakfast.,Anh ấy đã xem qua tờ báo trong lúc ăn sáng.,Inventory,B1,https://audio.tflat.vn/data/images_example/300x225/h/e/he_scanned_ex1_56248d157f8b9a040dc65f84.png,,,
subtract,/səb'trækt/,v.,"Trừ đi, khấu trừ; loại ra, lấy ra khỏi",6 subtracted from 9 is 3.,9 trừ 6 được 3.,Inventory,B1,https://audio.tflat.vn/data/cache/images/300x225/s/u/subtract1.png,,,
tedious,/'ti:djəs/,adj.,"Chán ngắt, tẻ nhạt, nhạt nhẽo, buồn tẻ",Counting merchandise all weekend is the most tedious job I can imagine.,Kiểm đếm hàng suốt kỳ nghỉ cuối tuần là một công việc tẻ nhạt nhất tôi có thể hình dung.,Inventory,B1,https://audio.tflat.vn/data/cache/images/300x225/t/e/tedious1.png,,,
verify,/'verifai/,v.,"Kiểm tra lại, thẩm tra, xác minh",We have no way of verifying his story.,Chúng tôi không có cách nào để xác minh câu chuyện của anh ấy.,Inventory,B1,https://audio.tflat.vn/data/cache/images/300x225/v/e/verify1.png,,,
consult,/kən'sʌlt/,v.,"Tham khảo, hỏi ý kiến, quan tâm","If the pain continues, consult your doctor.","Nếu cơn đau vẫn tiếp tục, thì bạn tham khảo ý kiến bác sĩ của bạn.",Pharmacy,B1,https://audio.tflat.vn/data/cache/images/300x225/c/o/consult1.png,,,
control,/kən'troul/,v.,"Điều khiển, chỉ đạo",His every action is controlled by the manager.,Mọi hành động của anh ta đều do giám đốc chỉ đạo.,Pharmacy,B1,https://audio.tflat.vn/data/cache/images/300x225/c/o/control1.png,,,
convenient,/kənˈviːniənt/,adj.,Thuận tiện,Living here is so convenient – everything I need is just 5 minutes away.,Sống ở đây thật thuận tiện – mọi thứ mình cần chỉ cách 5 phút.,Pharmacy,B1,https://audio.tflat.vn/data/cache/images/300x225/c/o/convenient1.jpg,,,
detect,/di'tekt/,v.,"Tìm ra, khám phá ra, nhận thấy",The tests are designed to detect the disease early.,Các xét nghiệm này được thiết kế để phát hiện bệnh sớm.,Pharmacy,B1,https://audio.tflat.vn/data/cache/images/300x225/d/e/detect1.png,,,
factor,/'fæktə/,n.,"Nhân tố, yếu tố",The result will depend on a number of different factors.,Kết quả sẽ phụ thuộc vào một số lượng những nhân tố khác nhau.,Pharmacy,B1,https://audio.tflat.vn/data/cache/images/300x225/f/a/factor1.png,,,
interaction,"/,intər'ækʃn/",n.,"‹sự› tương tác, ảnh hưởng lẫn nhau, tác động qua lại",My pharmacist was concerned about the interaction of the two medications I was prescribed.,Dược sĩ của tôi lo lắng về sự tương tác của 2 loại thuốc mà tôi được kê toa.,Pharmacy,B1,https://audio.tflat.vn/data/cache/images/300x225/i/n/interaction.jpg,,,
limit,/'limit/,n.,"Giới hạn, hết hạn dùng",We were reaching the limits of civilization.,Chúng tôi đã đạt đến giới hạn của nền văn minh.,Pharmacy,B1,https://audio.tflat.vn/data/cache/images/300x225/l/i/limit1.png,,,
monitor,/'mɔnitə/,v.,"Quan sát, theo dõi",The patient had weekly appointments so that the doctor could monitor their progress.,Người bệnh có các cuộc hẹn hàng tuần để cho bác sĩ có thể theo dõi tiến triển của họ.,Pharmacy,B1,https://audio.tflat.vn/data/images_example/300x225/t/h/the_patien_ex1_56248d177f8b9a040dc662d0.jpg,,,
potential,/pəˈtenʃl/,adj.,"Tiềm năng, tiềm tàng",They will select potential matches and help the two people meet face to face.,Họ sẽ chọn những người phù hợp có tiềm năng và giúp hai người gặp mặt trực tiếp.,Pharmacy,B1,https://audio.tflat.vn/data/cache/images/300x225/p/o/potential1.png,,,
sample,/ˈsæmpl/,n.,"Mẫu, mẫu vật",It is necessary to give the students some samples.,Việc cung cấp cho sinh viên một số mẫu là cần thiết.,Pharmacy,B1,https://audio.tflat.vn/data/cache/images/300x225/s/a/sample1.jpg,,,
sense,/sens/,n.,"Giác quan, tri giác, cảm giác",How many senses do you have?,Bạn có bao nhiêu giác quan?,Pharmacy,B1,https://audio.tflat.vn/data/cache/images/300x225/s/e/sense1.png,,,
volunteer,/ˌvɒlənˈtɪə(r)/,n.,"Người tình nguyện, tình nguyện viên",I've worked as a volunteer at a special school twice since I finished Grade 10.,Tôi đã làm tình nguyện viên ở một trường học đặc biệt hai lần kể từ khi tôi học xong lớp 10.,Pharmacy,B1,https://audio.tflat.vn/data/cache/images/300x225/v/o/volunteer1.png,,,
address,/ə'dres/,v.,"Nhằm vào, trình bày",Marco's business plan addresses the needs of small business owners.,Kế hoạch kinh doanh của Marco nhằm vào nhu cầu của những chủ doanh nghiệp nhỏ.,Business Planning,B1,https://audio.tflat.vn/data/images_example/300x225/m/a/marcos_bus_ex1_56248cf37f8b9af80c011d69.jpg,,,
avoid,/ə'vɔid/,v.,"Tránh, tránh khỏi; hủy bỏ, bác bỏ","To avoid going out of business, owners should prepare a proper business plan.","Nhằm tránh lụn bại việc làm ăn, những người chủ nên chuẩn bị một kế hoạch kinh doanh phù hợp.",Business Planning,B1,https://audio.tflat.vn/data/cache/images/300x225/a/v/avoid1.png,,,
demonstrate,/'demənstreit/,v.,"Bày tỏ, biểu lộ, cho thấy; chứng minh, giải thích",Let me demonstrate to you some of the difficulties we are facing.,Hãy để tôi trình bày cho bạn một số khó khăn mà chúng ta đang phải đối mặt.,Business Planning,B1,https://audio.tflat.vn/data/cache/images/300x225/d/e/demonstrate.jpg,,,
develop,/di'veləp/,v.,Phát triển,This job can give you an opportunity to develop new skills.,Công việc này có thể cho bạn cơ hội phát triển các kỹ năng mới.,Business Planning,B1,https://audio.tflat.vn/data/cache/images/300x225/d/e/develop1.jpg,,,
evaluate,/i'væljueit/,v.,"Đánh giá, định giá; ước lượng",It's important to evaluate your competition when making a business plan.,Đánh giá sức cạnh tranh của bạn là việc quan trọng khi lập một kế hoạch kinh doanh.,Business Planning,B1,https://audio.tflat.vn/data/cache/images/300x225/e/v/evaluate1.png,,,
gather,/'gæðə/,v.,"Tập hợp, tụ thập, thu thập; kết luận, suy ra",We gathered information for our plan from many sources.,Chúng tôi thu thập thông tin cho bản kế hoạch của mình từ nhiều nguồn.,Business Planning,B1,https://audio.tflat.vn/data/cache/images/300x225/g/a/gather1.jpg,,,
offer,/'ɔfə/,n.,"Đề xuất, đề nghị, chào mời, chào hàng",Devon accepted our offer to write the business plan.,Devon đã chuấp thuận đề nghị của chúng tôi để viết một bản kế hoạch kinh doanh.,Business Planning,B1,https://audio.tflat.vn/data/cache/images/300x225/o/f/offer1.png,,,
primarily,/'praimərili/,adv.,"Trước hết, đầu tiên; chính, chủ yếu, quan trọng nhất",The developers are thinking primarily of how to enter the South American market.,Những nhà phát triển quan tâm nhất đến việc làm sao để xâm nhập thị trường Nam Mỹ.,Business Planning,B1,https://audio.tflat.vn/data/cache/images/300x225/p/r/primarily1.jpg,,,
risk,/rɪsk/,n.,"Nguy cơ, sự nguy hiểm, sự rủi ro",The primary risk for most start-up businesses is insufficient capital.,Nguy cơ lớn nhất đối với hầu hết các cuộc khởi nghiệp là thiếu vốn.,Business Planning,B1,https://audio.tflat.vn/data/cache/images/300x225/r/i/risk1.png,,,
strategy,/ˈstrætədʒi/,n.,"Chiến lược, sự vạch kế hoạch hành động",A business plan is a strategy for running a business and avoiding problems.,Một kế hoạch kinh doanh là một chiến lược để vận hành công việc và tránh các rắc rối.,Business Planning,B1,https://audio.tflat.vn/data/cache/images/300x225/s/t/strategy1.jpg,,,
strong,/strɔɳ/,adj.,"Khỏe, mạnh, tốt, bền, kiên cố; đanh thép, kiên quyết; sôi nổi, nhiệt tình...",That boy is very strong.,Cậu bé đó là rất mạnh mẽ.,Business Planning,B1,https://audio.tflat.vn/data/cache/images/300x225/s/t/strong1.jpg,,,
substitution,"/,sʌbsti'tju:ʃn/",n.,"Sự đổi, sự thay thế",Your substitution of fake names for real ones makes the document seem insincere.,Việc anh lấy tên giả thay cho tên thật khiến cho tài liệu có vẻ như không thành thật.,Business Planning,B1,https://audio.tflat.vn/data/cache/images/300x225/s/u/substitution.jpg,,,
achievement,/ə'tʃi:vmənt/,n.,"Thành tích, thành tựu",He has gained a lot of achievements in the last year.,Anh ấy đã đạt được khá nhiều thành tích trong năm vừa qua.,"Promotions, Pensions & Award",B1,https://audio.tflat.vn/data/cache/images/300x225/a/c/achievement1.png,,,
contribute,/kən'tribju:t/,v.,Đóng góp,Do you contribute anything to this charity?,Bạn có đóng góp gì cho buổi từ thiện này không?,"Promotions, Pensions & Award",B1,https://audio.tflat.vn/data/cache/images/300x225/c/o/contribute1.jpg,,,
dedication,"/,dedi'keiʃn/",n.,"‹sự› cống hiến, hiến dâng, tận tâm, tận tụy",The director's dedication to a high-quality product has motivated many of his employees.,Sự cống hiến của giám đốc cho một sản phẩm chất lượng cao đã thúc đẩy nhiều nhân viên.,"Promotions, Pensions & Award",B1,https://audio.tflat.vn/data/cache/images/300x225/d/e/dedication1.jpg,,,
look forward to,,,"Mong đợi, mong chờ, trông mong",My mother look forward to seeing me after the war is over.,Mẹ tôi mong đợi được gặp tôi sau khi chiến tranh kết thúc. ,"Promotions, Pensions & Award",B1,https://audio.tflat.vn/data/cache/images/300x225/l/o/look_forward_to1.jpg,,,
look to,/lʊk tuː/,v.,"Tin vào, trông cậy vào, mong đợi ở (ai)",They look to their supervisor for guidance and direction.,Họ trông cậy vào người giám sát của họ về sự chỉ đạo và hướng dẫn.,"Promotions, Pensions & Award",B1,https://audio.tflat.vn/data/cache/images/300x225/l/o/look_to1.jpg,,,
